stock_id,tech_score,tech_signals,fund_score,fund_signals,event_score,events,final_score,tier
3711,55.0,MA多頭 | MACD↑ | RSI=64,45.0,持續配息 | 營收動能,70.0,"[positive] 公告本公司將受邀參加「UBS Asian Investmen | [positive] 代子公司日月光半導體製造(股)公司(下稱日月光公司)
公告 | [positive] 代子公司日月光半導體製造(股)公司公告其董事會決議
訂定除",54.0,觀察股
2002,65.0,MA多頭 | MACD↑ | RSI=61,37.0,持續配息 | 營收動能,50.0,無重大訊息,50.8,觀察股
2317,55.0,MA多頭 | MACD↑ | RSI=57,45.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,觀察股
2376,55.0,MA多頭 | MACD↑ | RSI=65,45.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,觀察股
2379,55.0,MA多頭 | MACD↑ | RSI=60,45.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,觀察股
2360,53.0,MA多頭 | RSI=57,45.0,持續配息 | 營收動能,50.0,無重大訊息,49.2,觀察股
6415,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=79,45.0,持續配息 | 營收動能,74.0,[positive] 本公司受邀參加UBS Asian Investment Co | [positive] 本公司受邀參加Morgan Stanley Asia AI  | [positive] 本公司受邀參加高盛證券舉辦之GS Taiwan Comput,48.8,觀察股
2882,65.0,MA多頭 | MACD↑ | 突破20日高 | RSI=65,22.0,營收動能,67.5,[positive] 公告本公司受邀參加UBS舉辦之投資人會議,48.3,觀察股
2330,53.0,MA多頭 | RSI=52,30.0,持續配息 | 營收動能,70.0,[positive] 本公司代子公司 TSMC Global Ltd. 公告取得固 | [positive] 本公司受邀參加機構投資人說明會,47.2,觀察股
2891,55.0,MA多頭 | MACD↑ | RSI=64,37.0,持續配息 | 營收動能,50.0,無重大訊息,46.8,觀察股
2603,55.0,MA多頭 | MACD↑ | RSI=50,37.0,持續配息 | 營收動能,50.0,無重大訊息,46.8,觀察股
2615,55.0,MA多頭 | MACD↑ | RSI=58,37.0,持續配息 | 營收動能,50.0,無重大訊息,46.8,觀察股
2609,45.0,MA多頭 | MACD↑ | RSI=56,45.0,持續配息 | 營收動能,50.0,無重大訊息,46.0,觀察股
2345,43.0,MA多頭 | RSI=55,45.0,持續配息 | 營收動能,50.0,無重大訊息,45.2,觀察股
5880,35.0,MACD↑ | RSI=38,45.0,持續配息 | 營收動能,62.0,"[positive] 代子公司合作金庫創業投資股份有限公司公告
董事會代行股東會 | [positive] 代子公司合作金庫創業投資股份有限公司公告股票股利
之除權基",44.4,觀察股
2303,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=76,45.0,持續配息 | 營收動能,50.0,無重大訊息,44.0,觀察股
2357,55.0,MA多頭 | MACD↑ | RSI=65,30.0,持續配息 | 營收動能,50.0,無重大訊息,44.0,觀察股
1303,33.0,RSI=45,45.0,持續配息 | 營收動能,60.0,[positive] 本公司受邀參加台新證券舉辦之法人說明會,43.2,觀察股
2454,65.0,MA多頭 | MACD↑ | 突破20日高 | RSI=66,15.0,持續配息,50.0,無重大訊息,42.0,觀察股
8046,33.0,RSI=48,45.0,持續配息 | 營收動能,50.0,無重大訊息,41.2,觀察股
1590,33.0,RSI=54,45.0,持續配息 | 營收動能,50.0,無重大訊息,41.2,觀察股
2301,30.0,MA多頭 | MACD↑ | RSI=72,45.0,持續配息 | 營收動能,50.0,無重大訊息,40.0,觀察股
2353,30.0,MA多頭 | MACD↑ | RSI=71,45.0,持續配息 | 營收動能,50.0,無重大訊息,40.0,觀察股
2395,30.0,MA多頭 | MACD↑ | RSI=78,45.0,持續配息 | 營收動能,50.0,無重大訊息,40.0,觀察股
6669,35.0,MA多頭 | RSI=55,30.0,持續配息 | 營收動能,68.0,"[positive] 公告本公司115年股東常會董事(含獨立董事)全面改選案 | [positive] 公告本公司股東會通過解除新任董事及其法人代表人競業
禁止之 | [positive] 公告本公司第三屆企業永續發展委員會委員",39.6,普通
3034,35.0,MA多頭 | RSI=67,37.0,持續配息 | 營收動能,50.0,無重大訊息,38.8,普通
2337,33.0,RSI=44,38.0,營收動能,50.0,無重大訊息,38.4,普通
2885,43.0,MA多頭 | RSI=56,22.0,營收動能,57.5,"[positive] 元大金控代子公司元大證券公告取得
中國信託商業銀行一一五年",37.5,普通
2884,23.0,RSI=40,45.0,持續配息 | 營收動能,50.0,無重大訊息,37.2,普通
3017,33.0,RSI=66,30.0,持續配息 | 營收動能,60.0,[positive] 本公司受邀參加Morgan Stanley Asia AI ,37.2,普通
