stock_id,tech_score,tech_signals,fund_score,fund_signals,event_score,events,chip_score,chip_signals,margin_score,margin_signals,insider_signal,macro_context,final_score,tier,close,news_signal
1303,64.0,MA多頭 | MACD↑ | 突破20日高 | RSI=69,37.0,持續配息 | 營收動能,50.0,無重大訊息,77.8,外資連買5日 | 投信連買5日 | 券資比0.07↓低 | 使用率2%↓,70.0,券資比0.07↓低 | 使用率2%↓,,"📈 大盤季線上（季線走平）
🌐 外資期貨-82,970口 🔴 偏空｜VIX 15.26 低波動｜Fed 3.73%短率升",61.3,強力候選,242.5,
3034,64.0,MA多頭 | MACD↑ | RSI=51,45.0,持續配息 | 營收動能,50.0,無重大訊息,71.8,外資買超 | 投信買超 | 券資比0.07↓低 | 使用率2%↓,70.0,券資比0.07↓低 | 使用率2%↓,,"📈 大盤季線上（季線走平）
🌐 外資期貨-82,970口 🔴 偏空｜VIX 15.26 低波動｜Fed 3.73%短率升",60.8,強力候選,540.0,
1326,64.0,MA多頭 | MACD↑ | 突破20日高 | RSI=69,45.0,持續配息 | 營收動能,50.0,無重大訊息,59.8,外資連買5日 | 投信賣超 | 券資比0.01↓低 | 融資-13.1%↓ | 使用率2%↓,55.0,券資比0.01↓低 | 融資-13.1%↓ | 使用率2%↓,,"📈 大盤季線上（季線走平）
🌐 外資期貨-82,970口 🔴 偏空｜VIX 15.26 低波動｜Fed 3.73%短率升",56.6,強力候選,68.3,📰 正面 【10:09 即時新聞】臺化(1326)…
2308,54.0,MA多頭 | MACD↑ | RSI=54,45.0,持續配息 | 營收動能,50.0,無重大訊息,65.8,外資連買4日 | 投信賣超 | 券資比0.00↓低 | 使用率1%↓,70.0,券資比0.00↓低 | 使用率1%↓,,"📈 大盤季線上（季線走平）
🌐 外資期貨-82,970口 🔴 偏空｜VIX 15.26 低波動｜Fed 3.73%短率升",55.7,強力候選,1840.0,📰 正面 台達電法說／第二季EPS衝上9.68元創…
2330,64.0,MA多頭 | MACD↑ | RSI=52,45.0,持續配息 | 營收動能,50.0,無重大訊息,56.8,外資買超 | 投信賣超 | 券資比0.00↓低 | 使用率0%↓,70.0,券資比0.00↓低 | 使用率0%↓,,"📈 大盤季線上（季線走平）
🌐 外資期貨-82,970口 🔴 偏空｜VIX 15.26 低波動｜Fed 3.73%短率升",55.6,強力候選,2405.0,
2354,64.0,MA多頭 | MACD↑ | RSI=60,45.0,持續配息 | 營收動能,50.0,無重大訊息,56.8,外資買超 | 投信賣超 | 券資比0.00↓低 | 使用率8%↓,70.0,券資比0.00↓低 | 使用率8%↓,,"📈 大盤季線上（季線走平）
🌐 外資期貨-82,970口 🔴 偏空｜VIX 15.26 低波動｜Fed 3.73%短率升",55.6,強力候選,64.7,📰 正面 鴻準7月營收創新高！AI需求助攻亮燈漲停…
8046,64.0,MA多頭 | MACD↑ | RSI=56,45.0,持續配息 | 營收動能,50.0,無重大訊息,55.0,外資賣超 | 投信買超 | 券資比0.06↓低 | 使用率6%↓,70.0,券資比0.06↓低 | 使用率6%↓,,"📈 大盤季線上（季線走平）
🌐 外資期貨-82,970口 🔴 偏空｜VIX 15.26 低波動｜Fed 3.73%短率升",55.0,觀察股,1230.0,📰 正面 MSCI今天收盤換股！景碩南電先摔，尾盤…
2382,54.0,MA多頭 | MACD↑ | RSI=70,30.0,持續配息 | 營收動能,50.0,無重大訊息,71.8,外資買超 | 投信買超 | 券資比0.01↓低 | 使用率1%↓,70.0,券資比0.01↓低 | 使用率1%↓,,"📈 大盤季線上（季線走平）
🌐 外資期貨-82,970口 🔴 偏空｜VIX 15.26 低波動｜Fed 3.73%短率升",54.8,觀察股,338.5,📰 正面 廣達（2382）獲利亮眼！網讚「股價委屈…
2353,54.0,MA多頭 | MACD↑ | RSI=54,30.0,持續配息 | 營收動能,50.0,無重大訊息,71.8,外資買超 | 投信買超 | 券資比0.06↓低 | 使用率5%↓,70.0,券資比0.06↓低 | 使用率5%↓,,"📈 大盤季線上（季線走平）
🌐 外資期貨-82,970口 🔴 偏空｜VIX 15.26 低波動｜Fed 3.73%短率升",54.8,觀察股,31.5,
6505,48.0,MA多頭 | RSI=55 | KD黃金交叉,45.0,持續配息 | 營收動能,50.0,無重大訊息,65.8,外資買超 | 投信買超 | 券資比0.02↓低 | 融資-12.3%↓ | 使用率0%↓,55.0,券資比0.02↓低 | 融資-12.3%↓ | 使用率0%↓,,"📈 大盤季線上（季線走平）
🌐 外資期貨-82,970口 🔴 偏空｜VIX 15.26 低波動｜Fed 3.73%短率升",53.9,觀察股,73.5,
