stock_id,tech_score,tech_signals,fund_score,fund_signals,event_score,events,final_score,tier
3711,53.0,MA多頭 | RSI=50,45.0,持續配息 | 營收動能,64.0,"[positive] 公告本公司將受邀參加「JP Morgan Asia Paci | [positive] 代子公司台灣福雷電子(股)公司公告預計處分
南山人壽無到期",52.0,觀察股
2337,65.0,MA多頭 | MACD↑ | RSI=51,38.0,營收動能,50.0,無重大訊息,51.2,觀察股
2885,65.0,MA多頭 | MACD↑ | 突破20日高 | RSI=69,30.0,營收動能,50.0,無重大訊息,48.0,觀察股
2408,65.0,MA多頭 | MACD↑ | 突破20日高 | RSI=67,30.0,營收動能,50.0,無重大訊息,48.0,觀察股
3034,55.0,MA多頭 | MACD↑ | RSI=67,37.0,持續配息 | 營收動能,50.0,無重大訊息,46.8,觀察股
2330,55.0,MA多頭 | MACD↑ | RSI=56,37.0,持續配息 | 營收動能,50.0,無重大訊息,46.8,觀察股
2303,43.0,MA多頭 | RSI=51,45.0,持續配息 | 營收動能,57.5,[positive] 公告本公司處分聯詠科技股份有限公司證券之相關資料,46.7,觀察股
1301,65.0,MA多頭 | MACD↑ | RSI=60,22.0,持續配息,50.0,無重大訊息,44.8,觀察股
1303,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=74,45.0,持續配息 | 營收動能,50.0,無重大訊息,44.0,觀察股
1326,55.0,MA多頭 | MACD↑ | RSI=59,30.0,持續配息 | 營收動能,50.0,無重大訊息,44.0,觀察股
5880,30.0,MA多頭 | MACD↑ | RSI=79,45.0,持續配息 | 營收動能,57.5,[positive] 公告本公司115年股東常會通過解除第6屆董事競業禁止之限制,41.5,觀察股
6505,55.0,MA多頭 | MACD↑ | RSI=56,23.0,營收動能,50.0,無重大訊息,41.2,觀察股
2609,33.0,RSI=45,45.0,持續配息 | 營收動能,50.0,無重大訊息,41.2,觀察股
2317,33.0,RSI=40,45.0,持續配息 | 營收動能,50.0,無重大訊息,41.2,觀察股
2301,33.0,RSI=38,45.0,持續配息 | 營收動能,50.0,無重大訊息,41.2,觀察股
2345,33.0,RSI=50,45.0,持續配息 | 營收動能,50.0,無重大訊息,41.2,觀察股
2412,55.0,MA多頭 | MACD↑ | RSI=68,22.0,持續配息,50.0,無重大訊息,40.8,觀察股
2327,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=79,30.0,營收動能,50.0,無重大訊息,38.0,普通
6669,33.0,RSI=40,37.0,持續配息 | 營收動能,50.0,無重大訊息,38.0,普通
2615,25.0,RSI=45,45.0,持續配息 | 營收動能,50.0,無重大訊息,38.0,普通
