stock_id,tech_score,tech_signals,fund_score,fund_signals,event_score,events,chip_score,chip_signals,margin_score,margin_signals,insider_signal,macro_context,final_score,tier,news_signal
3711,60.0,MA多頭 | MACD↑ | RSI=68,45.0,持續配息 | 營收動能,70.0,[positive] 代子公司USI Enterprise Limited公告董事,56.0,外資買超 | 投信賣超,50.0,,,🌐 VIX 18.29 低波動,56.2,強力候選,
6505,69.0,MA多頭 | MACD↑ | RSI=58 | 突破布林中軌,30.0,持續配息 | 營收動能,50.0,無重大訊息,62.0,外資連買4日 | 投信賣超,50.0,,,🌐 VIX 18.29 低波動,53.0,觀察股,
1590,60.0,MA多頭 | MACD↑ | RSI=63,30.0,持續配息 | 營收動能,50.0,無重大訊息,74.0,外資買超 | 投信連買5日,50.0,,,🌐 VIX 18.29 低波動,52.3,觀察股,
8046,60.0,MA多頭 | MACD↑ | RSI=70,23.0,營收動能,50.0,無重大訊息,80.0,外資連買5日 | 投信連買5日,50.0,,,🌐 VIX 18.29 低波動,51.4,觀察股,
2207,54.0,MA多頭 | MACD↑ | RSI=53,30.0,持續配息 | 營收動能,50.0,無重大訊息,71.0,外資買超 | 投信買超,50.0,,,🌐 VIX 18.29 低波動,49.6,觀察股,
5880,35.0,MA多頭 | MACD↑ | RSI=75,45.0,持續配息 | 營收動能,50.0,無重大訊息,80.0,外資連買5日 | 投信連買5日,50.0,,,🌐 VIX 18.29 低波動,49.2,觀察股,
3034,60.0,MA多頭 | MACD↑ | RSI=62,37.0,持續配息 | 營收動能,50.0,無重大訊息,47.0,外資賣超 | 投信買超,50.0,,,🌐 VIX 18.29 低波動,49.0,觀察股,
2379,60.0,MA多頭 | MACD↑ | RSI=65,30.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,外資賣超 | 投信連買4日,50.0,,,🌐 VIX 18.29 低波動,47.5,觀察股,
2408,60.0,MA多頭 | MACD↑ | RSI=66,30.0,營收動能,50.0,無重大訊息,50.0,外資賣超 | 投信連買5日,50.0,,,🌐 VIX 18.29 低波動,47.5,觀察股,
6415,45.0,MA多頭 | RSI=59 | 突破布林中軌,30.0,持續配息 | 營收動能,50.0,無重大訊息,74.0,外資買超 | 投信連買3日,50.0,,,🌐 VIX 18.29 低波動,47.0,觀察股,
1301,60.0,MA多頭 | MACD↑ | RSI=62,22.0,持續配息,50.0,無重大訊息,56.0,外資買超 | 投信賣超,50.0,,,🌐 VIX 18.29 低波動,46.3,觀察股,
4938,38.0,RSI=34 | KD超賣黃金交叉,45.0,持續配息 | 營收動能,50.0,無重大訊息,56.0,外資買超 | 投信賣超,50.0,,,🌐 VIX 18.29 低波動,45.5,觀察股,
