stock_id,tech_score,tech_signals,fund_score,fund_signals,event_score,events,chip_score,chip_signals,margin_score,margin_signals,insider_signal,macro_context,final_score,tier,news_signal
2354,64.0,MA多頭 | MACD↑ | RSI=41,45.0,持續配息 | 營收動能,50.0,無重大訊息,71.8,外資買超 | 投信買超 | 券資比0.00↓低 | 使用率7%↓,70.0,券資比0.00↓低 | 使用率7%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",60.8,觀察股,
2412,60.0,MA多頭 | MACD↑ | RSI=47,37.0,持續配息 | 營收動能,50.0,無重大訊息,78.8,外資連買5日 | 投信買超 | 券資比0.03↓低 | 融資暴增+50.3%⚠️ | 使用率0%↓,65.0,券資比0.03↓低 | 融資暴增+50.3%⚠️ | 使用率0%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",60.5,觀察股,📰 正面 AI翻轉電信股！這「兩家電信」搶攻AID…
2615,64.0,MA多頭 | MACD↑ | RSI=58,45.0,持續配息 | 營收動能,50.0,無重大訊息,68.8,外資買超 | 投信連買5日 | 券資比0.02↓低 | 使用率2%↓,70.0,券資比0.02↓低 | 使用率2%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",59.8,觀察股,📰 正面 萬海首季獲利年減12% 每股盈餘2.73…
6669,60.0,MA多頭 | MACD↑ | RSI=67,45.0,持續配息 | 營收動能,50.0,無重大訊息,71.8,外資買超 | 投信買超 | 券資比0.01↓低 | 使用率4%↓,70.0,券資比0.01↓低 | 使用率4%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",59.6,觀察股,📰 正面 AI算力中心鬆綁靠電廠，緯穎 (6669…
1590,64.0,MA多頭 | MACD↑ | RSI=55,37.0,持續配息 | 營收動能,50.0,無重大訊息,72.8,外資買超 | 投信連買5日 | 券資比0.00↓低 | 融資+13.8% | 使用率0%↓,80.0,券資比0.00↓低 | 融資+13.8% | 使用率0%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",59.6,觀察股,
2884,60.0,MA多頭 | MACD↑ | RSI=69,37.0,持續配息 | 營收動能,50.0,無重大訊息,72.8,外資買超 | 投信連買3日 | 券資比0.03↓低 | 融資+9.5% | 使用率0%↓,80.0,券資比0.03↓低 | 融資+9.5% | 使用率0%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",58.4,觀察股,
4938,64.0,MA多頭 | MACD↑ | RSI=58,30.0,持續配息 | 營收動能,50.0,無重大訊息,69.8,外資連買5日 | 投信賣超 | 券資比0.01↓低 | 融資+7.8% | 使用率1%↓,80.0,券資比0.01↓低 | 融資+7.8% | 使用率1%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",57.1,觀察股,📰 正面 【即時新聞】和碩(4938)雙引擎發威獲…
2207,60.0,MA多頭 | MACD↑ | RSI=69 | KD黃金交叉,37.0,持續配息 | 營收動能,50.0,無重大訊息,65.8,外資買超 | 投信買超 | 券資比0.00↓低 | 融資-24.7%↓ | 使用率0%↓,55.0,券資比0.00↓低 | 融資-24.7%↓ | 使用率0%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",55.9,觀察股,📰 正面 營收速報》併購效應 和泰車營收創新高 -…
2609,64.0,MA多頭 | MACD↑ | RSI=44,45.0,持續配息 | 營收動能,50.0,無重大訊息,56.8,外資買超 | 投信賣超 | 券資比0.01↓低 | 使用率4%↓,70.0,券資比0.01↓低 | 使用率4%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",55.6,觀察股,📰 正面 【2026/06月營收公告】陽明(260…
2603,50.0,MA多頭 | MACD↑ | RSI=59,45.0,持續配息 | 營收動能,50.0,無重大訊息,65.8,外資連買5日 | 投信賣超 | 券資比0.02↓低 | 使用率3%↓,70.0,券資比0.02↓低 | 使用率3%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",54.5,觀察股,
2882,62.0,MA多頭 | RSI=65,37.0,持續配息 | 營收動能,50.0,無重大訊息,59.8,外資連買5日 | 投信賣超 | 券資比0.04↓低 | 融資-19.1%↓ | 使用率0%↓,55.0,券資比0.04↓低 | 融資-19.1%↓ | 使用率0%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",54.4,觀察股,📰 正面 國泰金獲利／6月創高 上半年保留盈餘影響…
2002,64.0,MA多頭 | MACD↑ | RSI=56,22.0,持續配息,50.0,無重大訊息,65.8,外資連買5日 | 投信賣超 | 券資比0.00↓低 | 使用率1%↓,70.0,券資比0.00↓低 | 使用率1%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",54.1,觀察股,📰 正面 中鋼上半年獲利轉盈 法人對後市營運評價維…
2317,54.0,MA多頭 | MACD↑ | RSI=61,30.0,持續配息 | 營收動能,50.0,無重大訊息,68.8,外資買超 | 投信連買5日 | 券資比0.01↓低 | 使用率2%↓,70.0,券資比0.01↓低 | 使用率2%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",53.8,觀察股,📰 正面 鴻海（2317）｜VR200遞延未撼主供…
3034,54.0,MACD↑ | RSI=44,45.0,持續配息 | 營收動能,50.0,無重大訊息,59.8,外資連買5日 | 投信賣超 | 券資比0.01↓低 | 融資-15.6%↓ | 使用率2%↓,55.0,券資比0.01↓低 | 融資-15.6%↓ | 使用率2%↓,,"🌐 🐻 大盤跌破季線 | 外資期貨-78,699口 🔴 偏空 | VIX 17.6 低波動 | Fed 3.81% 短率升",53.6,觀察股,
