stock_id,tech_score,tech_signals,fund_score,fund_signals,event_score,events,chip_score,chip_signals,margin_score,margin_signals,insider_signal,macro_context,final_score,tier,news_signal
2345,78.0,MA多頭 | MACD↑ | RSI=63 | KD黃金交叉,45.0,持續配息 | 營收動能,50.0,無重大訊息,56.0,外資買超 | 投信賣超,50.0,,,🌐 VIX 16.73 低波動,59.5,強力候選,
5880,60.0,MA多頭 | MACD↑ | RSI=69,45.0,持續配息 | 營收動能,50.0,無重大訊息,77.0,外資連買5日 | 投信買超,50.0,,,🌐 VIX 16.73 低波動,57.4,強力候選,
3017,54.0,MACD↑ | RSI=64,37.0,持續配息 | 營收動能,50.0,無重大訊息,80.0,外資連買3日 | 投信連買5日,50.0,,,🌐 VIX 16.73 低波動,53.5,觀察股,
1590,60.0,MA多頭 | MACD↑ | RSI=65,30.0,持續配息 | 營收動能,50.0,無重大訊息,74.0,外資買超 | 投信連買5日,50.0,,,🌐 VIX 16.73 低波動,52.3,觀察股,
2330,68.0,MA多頭 | MACD↑ | RSI=70 | KD黃金交叉,37.0,持續配息 | 營收動能,50.0,無重大訊息,47.0,外資賣超 | 投信買超,50.0,,,🌐 VIX 16.73 低波動,51.8,觀察股,
1303,45.0,MA多頭 | MACD↑ | 突破20日高 | RSI=91,45.0,持續配息 | 營收動能,50.0,無重大訊息,74.0,外資買超 | 投信連買5日,50.0,,,🌐 VIX 16.73 低波動,51.6,觀察股,
3711,49.0,MA多頭 | MACD↑ | 突破20日高 | RSI=82,45.0,持續配息 | 營收動能,50.0,無重大訊息,56.0,外資買超 | 投信賣超,50.0,,,🌐 VIX 16.73 低波動,49.4,觀察股,
3034,60.0,MA多頭 | MACD↑ | RSI=64,37.0,持續配息 | 營收動能,50.0,無重大訊息,47.0,外資賣超 | 投信買超,50.0,,,🌐 VIX 16.73 低波動,49.0,觀察股,
2379,60.0,MA多頭 | MACD↑ | RSI=65,30.0,持續配息 | 營收動能,57.5,[positive] 代子公司Leading Enterprises Limite,50.0,外資賣超 | 投信連買5日,50.0,,,🌐 VIX 16.73 低波動,48.6,觀察股,
2301,42.0,RSI=53,45.0,持續配息 | 營收動能,50.0,無重大訊息,62.0,外資連買3日 | 投信賣超,50.0,,,🌐 VIX 16.73 低波動,48.1,觀察股,
1301,60.0,MA多頭 | MACD↑ | RSI=67,22.0,持續配息,50.0,無重大訊息,62.0,外資連買3日 | 投信賣超,50.0,,,🌐 VIX 16.73 低波動,47.5,觀察股,
