stock_id,tech_score,tech_signals,fund_score,fund_signals,event_score,events,final_score,tier
1303,55.0,MA多頭 | MACD↑ | RSI=63,45.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,觀察股
2408,55.0,MA多頭 | MACD↑ | RSI=67,30.0,營收動能,67.5,[positive] 本公司受邀參加群益金鼎證券投資論壇,47.5,觀察股
2330,53.0,MA多頭 | RSI=60,37.0,持續配息 | 營收動能,50.0,無重大訊息,46.0,觀察股
5880,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=78,45.0,持續配息 | 營收動能,57.5,"[positive] 代子公司合作金庫人壽保險股份有限公司公告115年股東會
通",45.5,觀察股
2885,55.0,MA多頭 | MACD↑ | RSI=64,30.0,營收動能,57.5,[positive] 元大金控代子公司元大證券公告取得元大商業銀行115年度第二期,45.5,觀察股
2303,43.0,MA多頭 | RSI=48,45.0,持續配息 | 營收動能,50.0,無重大訊息,45.2,觀察股
2317,33.0,RSI=52,45.0,持續配息 | 營收動能,67.5,[positive] 公告本公司參與投資人說明會,44.7,觀察股
2379,55.0,MA多頭 | MACD↑ | RSI=60,30.0,持續配息 | 營收動能,50.0,無重大訊息,44.0,觀察股
3034,43.0,MA多頭 | RSI=57,37.0,持續配息 | 營收動能,50.0,無重大訊息,42.0,觀察股
2615,35.0,MA多頭 | RSI=49,45.0,持續配息 | 營收動能,50.0,無重大訊息,42.0,觀察股
2603,35.0,MA多頭 | RSI=58,45.0,持續配息 | 營收動能,50.0,無重大訊息,42.0,觀察股
2345,33.0,RSI=46,45.0,持續配息 | 營收動能,50.0,無重大訊息,41.2,觀察股
3711,33.0,RSI=41,45.0,持續配息 | 營收動能,50.0,無重大訊息,41.2,觀察股
1326,45.0,MACD↑ | RSI=62,30.0,持續配息 | 營收動能,50.0,無重大訊息,40.0,觀察股
2353,43.0,MA多頭 | RSI=65,30.0,持續配息 | 營收動能,50.0,無重大訊息,39.2,普通
2454,43.0,MA多頭 | RSI=48,29.0,持續配息,50.0,無重大訊息,38.8,普通
2337,33.0,RSI=56,38.0,營收動能,50.0,無重大訊息,38.4,普通
2308,33.0,RSI=36,37.0,持續配息 | 營收動能,50.0,無重大訊息,38.0,普通
6669,33.0,RSI=45,37.0,持續配息 | 營收動能,50.0,無重大訊息,38.0,普通
2105,55.0,MA多頭 | MACD↑ | RSI=68,15.0,,50.0,無重大訊息,38.0,普通
2884,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=78,30.0,持續配息 | 營收動能,50.0,無重大訊息,38.0,普通
2301,25.0,RSI=34,45.0,持續配息 | 營收動能,50.0,無重大訊息,38.0,普通
3008,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=75,30.0,持續配息 | 營收動能,50.0,無重大訊息,38.0,普通
2327,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=74,30.0,營收動能,50.0,無重大訊息,38.0,普通
2892,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=86,30.0,持續配息 | 營收動能,50.0,無重大訊息,38.0,普通
4938,25.0,MA多頭 | RSI=51,45.0,持續配息 | 營收動能,50.0,無重大訊息,38.0,普通
3017,23.0,RSI=36,37.0,持續配息 | 營收動能,67.5,[positive] 公告本公司受邀參加群益2Q26投資論壇,37.5,普通
6505,35.0,MACD↑ | RSI=58,30.0,持續配息 | 營收動能,50.0,無重大訊息,36.0,普通
2891,30.0,MA多頭 | MACD↑ | RSI=73,30.0,持續配息 | 營收動能,57.5,[positive] 代子公司中國信託商業銀行公告授信資產之轉讓,35.5,普通
1590,33.0,RSI=36,30.0,持續配息 | 營收動能,50.0,無重大訊息,35.2,普通
2360,33.0,RSI=37,30.0,持續配息 | 營收動能,50.0,無重大訊息,35.2,普通
2395,33.0,RSI=42,30.0,持續配息 | 營收動能,50.0,無重大訊息,35.2,普通
6415,33.0,RSI=40,30.0,持續配息 | 營收動能,50.0,無重大訊息,35.2,普通
8046,33.0,RSI=50,30.0,持續配息 | 營收動能,50.0,無重大訊息,35.2,普通
2354,33.0,RSI=44,30.0,持續配息 | 營收動能,50.0,無重大訊息,35.2,普通
2412,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=76,22.0,持續配息,50.0,無重大訊息,34.8,普通
2881,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=78,15.0,營收動能,64.0,"[positive] 公告本公司參加Goldman Sachs Asia Fina | [positive] 富邦金控代富邦人壽公告取得
RedBird Capital",34.8,普通
2609,15.0,RSI=44,45.0,持續配息 | 營收動能,50.0,無重大訊息,34.0,普通
3045,30.0,MA多頭 | MACD↑ | RSI=92,29.0,持續配息,50.0,無重大訊息,33.6,普通
2882,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=78,15.0,營收動能,57.5,[positive] 代子公司國泰投信公告董事會決議總公司遷址案,33.5,普通
2382,35.0,MA多頭 | RSI=64,23.0,營收動能,50.0,無重大訊息,33.2,普通
2357,35.0,MA多頭 | RSI=60,22.0,持續配息,50.0,無重大訊息,32.8,普通
2376,33.0,RSI=55,22.0,持續配息,50.0,無重大訊息,32.0,普通
2883,40.0,MA多頭 | MACD↑ | 突破20日高 | RSI=79,15.0,營收動能,50.0,無重大訊息,32.0,普通
2207,25.0,MA多頭 | RSI=51,30.0,持續配息 | 營收動能,50.0,無重大訊息,32.0,普通
2886,30.0,MA多頭 | MACD↑ | RSI=85,15.0,營收動能,50.0,無重大訊息,28.0,普通
1301,23.0,RSI=53,22.0,持續配息,50.0,無重大訊息,28.0,普通
2474,25.0,RSI=49,15.0,持續配息,50.0,無重大訊息,26.0,普通
2002,15.0,RSI=43,22.0,持續配息,50.0,無重大訊息,24.8,普通
3036,0.0,RSI=6,30.0,持續配息 | 營收動能,50.0,無重大訊息,22.0,普通
