stock_id,tech_score,tech_signals,fund_score,fund_signals,event_score,events,final_score,tier
2317,55.0,MA多頭 | MACD↑ | RSI=60,45.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,觀察股
1303,55.0,MA多頭 | MACD↑ | RSI=63,45.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,觀察股
2603,55.0,MA多頭 | MACD↑ | RSI=69,45.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,觀察股
2353,55.0,MA多頭 | MACD↑ | RSI=64,45.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,觀察股
2892,55.0,MA多頭 | MACD↑ | RSI=51,45.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,觀察股
2615,55.0,MA多頭 | MACD↑ | RSI=63,37.0,持續配息 | 營收動能,50.0,無重大訊息,46.8,觀察股
2207,45.0,MA多頭 | MACD↑ | RSI=52,45.0,持續配息 | 營收動能,50.0,無重大訊息,46.0,觀察股
2609,45.0,MA多頭 | MACD↑ | RSI=58,45.0,持續配息 | 營收動能,50.0,無重大訊息,46.0,觀察股
5880,45.0,MA多頭 | MACD↑ | RSI=56,45.0,持續配息 | 營收動能,50.0,無重大訊息,46.0,觀察股
2884,55.0,MA多頭 | MACD↑ | RSI=59,30.0,持續配息 | 營收動能,50.0,無重大訊息,44.0,觀察股
2379,55.0,MA多頭 | MACD↑ | RSI=58,30.0,持續配息 | 營收動能,50.0,無重大訊息,44.0,觀察股
1326,55.0,MA多頭 | MACD↑ | RSI=59,30.0,持續配息 | 營收動能,50.0,無重大訊息,44.0,觀察股
2408,55.0,MA多頭 | MACD↑ | RSI=63,30.0,營收動能,50.0,無重大訊息,44.0,觀察股
2002,45.0,MA多頭 | MACD↑ | RSI=55,37.0,持續配息 | 營收動能,50.0,無重大訊息,42.8,觀察股
2303,35.0,MA多頭 | RSI=55,45.0,持續配息 | 營收動能,50.0,無重大訊息,42.0,觀察股
2301,35.0,MA多頭 | RSI=55,45.0,持續配息 | 營收動能,50.0,無重大訊息,42.0,觀察股
6415,35.0,MA多頭 | RSI=55,45.0,持續配息 | 營收動能,50.0,無重大訊息,42.0,觀察股
3711,35.0,MA多頭 | RSI=60,45.0,持續配息 | 營收動能,50.0,無重大訊息,42.0,觀察股
2412,55.0,MA多頭 | MACD↑ | RSI=39,22.0,持續配息,50.0,無重大訊息,40.8,觀察股
2886,55.0,MA多頭 | MACD↑ | RSI=56,22.0,營收動能,50.0,無重大訊息,40.8,觀察股
2105,55.0,MA多頭 | MACD↑ | RSI=59,22.0,持續配息,50.0,無重大訊息,40.8,觀察股
3045,55.0,MA多頭 | MACD↑ | RSI=44,22.0,持續配息,50.0,無重大訊息,40.8,觀察股
6505,45.0,MA多頭 | MACD↑ | RSI=54,30.0,持續配息 | 營收動能,50.0,無重大訊息,40.0,觀察股
3017,35.0,MA多頭 | RSI=57,37.0,持續配息 | 營收動能,50.0,無重大訊息,38.8,普通
3034,35.0,MA多頭 | RSI=53,37.0,持續配息 | 營收動能,50.0,無重大訊息,38.8,普通
6669,35.0,MA多頭 | RSI=57,37.0,持續配息 | 營收動能,50.0,無重大訊息,38.8,普通
2474,55.0,MA多頭 | MACD↑ | RSI=62,15.0,持續配息,50.0,無重大訊息,38.0,普通
2345,25.0,RSI=51,45.0,持續配息 | 營收動能,50.0,無重大訊息,38.0,普通
2891,30.0,MA多頭 | MACD↑ | RSI=73,37.0,持續配息 | 營收動能,50.0,無重大訊息,36.8,普通
1301,45.0,MA多頭 | MACD↑ | RSI=50,22.0,持續配息,50.0,無重大訊息,36.8,普通
2308,35.0,MA多頭 | RSI=65,30.0,持續配息 | 營收動能,50.0,無重大訊息,36.0,普通
2330,35.0,MA多頭 | RSI=59,30.0,持續配息 | 營收動能,50.0,無重大訊息,36.0,普通
2360,35.0,MA多頭 | RSI=66,30.0,持續配息 | 營收動能,50.0,無重大訊息,36.0,普通
2354,35.0,MA多頭 | RSI=47,30.0,持續配息 | 營收動能,50.0,無重大訊息,36.0,普通
3008,35.0,MA多頭 | RSI=54,30.0,持續配息 | 營收動能,50.0,無重大訊息,36.0,普通
2395,35.0,MA多頭 | RSI=53,30.0,持續配息 | 營收動能,50.0,無重大訊息,36.0,普通
8046,35.0,MA多頭 | RSI=53,30.0,持續配息 | 營收動能,50.0,無重大訊息,36.0,普通
2337,25.0,MA多頭 | RSI=50,38.0,營收動能,50.0,無重大訊息,35.2,普通
2327,30.0,MA多頭 | MACD↑ | RSI=73,30.0,營收動能,50.0,無重大訊息,34.0,普通
4938,30.0,MA多頭 | MACD↑ | RSI=77,30.0,持續配息 | 營收動能,50.0,無重大訊息,34.0,普通
2357,30.0,MA多頭 | MACD↑ | RSI=73,30.0,持續配息 | 營收動能,50.0,無重大訊息,34.0,普通
2376,35.0,MA多頭 | RSI=62,22.0,持續配息,50.0,無重大訊息,32.8,普通
1590,25.0,RSI=35,30.0,持續配息 | 營收動能,50.0,無重大訊息,32.0,普通
3036,25.0,RSI=43,30.0,營收動能,50.0,無重大訊息,32.0,普通
2382,30.0,MA多頭 | MACD↑ | RSI=74,23.0,營收動能,50.0,無重大訊息,31.2,普通
2881,30.0,MA多頭 | MACD↑ | RSI=83,22.0,營收動能,50.0,無重大訊息,30.8,普通
2883,30.0,MA多頭 | MACD↑ | RSI=82,22.0,營收動能,50.0,無重大訊息,30.8,普通
2882,30.0,MA多頭 | MACD↑ | RSI=80,22.0,營收動能,50.0,無重大訊息,30.8,普通
2885,30.0,MA多頭 | MACD↑ | RSI=72,22.0,營收動能,50.0,無重大訊息,30.8,普通
2454,35.0,MA多頭 | RSI=68,15.0,持續配息,50.0,無重大訊息,30.0,普通
