stock_id,tech_score,tech_signals,fund_score,fund_signals,event_score,events,chip_score,chip_signals,margin_score,margin_signals,insider_signal,macro_context,final_score,tier,news_signal
2345,64.0,MA多頭 | MACD↑ | RSI=68,45.0,持續配息 | 營收動能,50.0,無重大訊息,74.0,外資買超 | 投信連買4日,50.0,,,🌐 VIX 15.96 低波動,58.2,強力候選,📰 正面 美國擬祭逆變器禁令！中國龍頭股重挫13%…
2609,63.0,MACD↑ | RSI=50 | KD黃金交叉 | 突破布林中軌,45.0,持續配息 | 營收動能,50.0,無重大訊息,74.0,外資買超 | 投信連買4日,50.0,,,🌐 VIX 15.96 低波動,57.8,強力候選,📰 正面 美國擬祭逆變器禁令！中國龍頭股重挫13%…
3017,60.0,MA多頭 | MACD↑ | RSI=68,37.0,持續配息 | 營收動能,50.0,無重大訊息,80.0,外資連買5日 | 投信連買5日,50.0,,,🌐 VIX 15.96 低波動,55.6,強力候選,📰 正面 美國擬祭逆變器禁令！中國龍頭股重挫13%…
2301,62.0,MA多頭 | RSI=51,45.0,持續配息 | 營收動能,50.0,無重大訊息,62.0,外資連買5日 | 投信賣超,50.0,,,🌐 VIX 15.96 低波動,55.1,強力候選,📰 正面 美國擬祭逆變器禁令！中國龍頭股重挫13%…
6669,74.0,MA多頭 | MACD↑ | RSI=60,37.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,外資賣超 | 投信連買4日,50.0,,,🌐 VIX 15.96 低波動,54.5,觀察股,📰 正面 美國擬祭逆變器禁令！中國龍頭股重挫13%…
6505,74.0,MA多頭 | MACD↑ | 突破20日高 | RSI=66,30.0,持續配息 | 營收動能,50.0,無重大訊息,56.0,外資買超 | 投信賣超,50.0,,,🌐 VIX 15.96 低波動,53.6,觀察股,📰 正面 美國擬祭逆變器禁令！中國龍頭股重挫13%…
2395,60.0,MA多頭 | MACD↑ | RSI=65,30.0,持續配息 | 營收動能,50.0,無重大訊息,77.0,外資連買5日 | 投信買超,50.0,,,🌐 VIX 15.96 低波動,52.9,觀察股,📰 正面 美國擬祭逆變器禁令！中國龍頭股重挫13%…
3711,64.0,MA多頭 | MACD↑ | RSI=67,45.0,持續配息 | 營收動能,50.0,無重大訊息,47.0,外資賣超 | 投信買超,50.0,,,🌐 VIX 15.96 低波動,52.8,觀察股,📰 正面 美國擬祭逆變器禁令！中國龍頭股重挫13%…
1590,53.0,MA多頭 | MACD↑ | 突破20日高 | RSI=73 | KD黃金交叉,37.0,持續配息 | 營收動能,50.0,無重大訊息,77.0,外資連買3日 | 投信買超,50.0,,,🌐 VIX 15.96 低波動,52.6,觀察股,📰 正面 美國擬祭逆變器禁令！中國龍頭股重挫13%…
2615,47.0,RSI=43 | 突破布林中軌,45.0,持續配息 | 營收動能,50.0,無重大訊息,74.0,外資買超 | 投信連買3日,50.0,,,🌐 VIX 15.96 低波動,52.2,觀察股,📰 正面 美國擬祭逆變器禁令！中國龍頭股重挫13%…
