stock_id,tech_score,tech_signals,fund_score,fund_signals,event_score,events,chip_score,chip_signals,margin_score,margin_signals,insider_signal,macro_context,final_score,tier,close,news_signal
3711,45.0,MA多頭 | MACD↑ | RSI=50,45.0,持續配息 | 營收動能,58.0,[positive] 公告本公司將受邀參加「UBS Taiwan Summit 2,71.8,外資買超 | 投信買超 | 券資比0.01↓低 | 使用率1%↓,70.0,券資比0.01↓低 | 使用率1%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",56.3,強力候選,592.0,📰 正面 日月光投控8月營收衝破800億元大關 月…
2207,60.0,MA多頭 | MACD↑ | RSI=55,30.0,持續配息 | 營收動能,50.0,無重大訊息,65.8,外資買超 | 投信買超 | 券資比0.00↓低 | 融資-15.2%↓ | 使用率0%↓,55.0,券資比0.00↓低 | 融資-15.2%↓ | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",54.5,觀察股,530.0,
2303,60.0,MA多頭 | MACD↑ | RSI=61,45.0,持續配息 | 營收動能,50.0,無重大訊息,56.0,外資賣超 | 投信連買5日 | 券資比0.03↓低 | 融資+7.7% | 使用率6%↓,80.0,券資比0.03↓低 | 融資+7.7% | 使用率6%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",54.1,觀察股,138.5,
2412,35.0,MA多頭 | MACD↑ | 突破20日高 | RSI=89,37.0,持續配息 | 營收動能,50.0,無重大訊息,80.8,外資連買5日 | 投信買超 | 券資比0.01↓低 | 使用率0%↓,70.0,券資比0.01↓低 | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",53.7,觀察股,143.5,📰 正面 2412 中華電- 高雄銀大股東持57%…
2354,40.0,MA多頭 | RSI=61,45.0,持續配息 | 營收動能,50.0,無重大訊息,71.8,外資買超 | 投信買超 | 券資比0.00↓低 | 使用率7%↓,70.0,券資比0.00↓低 | 使用率7%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",53.6,觀察股,64.6,
3034,39.0,MA多頭 | RSI=43,45.0,持續配息 | 營收動能,50.0,無重大訊息,68.8,外資買超 | 投信連買3日 | 券資比0.04↓低 | 使用率2%↓,70.0,券資比0.04↓低 | 使用率2%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",52.3,觀察股,541.0,📰 正面 【2026/08月營收公告】聯詠(303…
2454,60.0,MA多頭 | MACD↑ | RSI=64,37.0,持續配息 | 營收動能,50.0,無重大訊息,55.0,外資賣超 | 投信買超 | 券資比0.01↓低 | 使用率3%↓,70.0,券資比0.01↓低 | 使用率3%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",52.2,觀察股,4430.0,
2395,38.0,RSI=49 | KD黃金交叉 | 突破布林中軌,30.0,持續配息 | 營收動能,50.0,無重大訊息,74.8,外資連買4日 | 投信買超 | 券資比0.02↓低 | 融資-12.5%↓ | 使用率1%↓,55.0,券資比0.02↓低 | 融資-12.5%↓ | 使用率1%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",51.1,觀察股,685.0,📰 正面 焦點股：訂單需求強勁，研華(2395)Q…
2360,55.0,MA多頭 | MACD↑ | RSI=56,45.0,持續配息 | 營收動能,50.0,無重大訊息,49.0,外資賣超 | 投信買超 | 券資比0.01↓低 | 融資-12.4%↓ | 使用率1%↓,55.0,券資比0.01↓低 | 融資-12.4%↓ | 使用率1%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",50.2,觀察股,2080.0,📰 正面 【10:05 即時新聞】致茂(2360)…
2382,25.0,MA多頭 | RSI=50,37.0,持續配息 | 營收動能,50.0,無重大訊息,77.8,外資連買3日 | 投信連買3日 | 券資比0.00↓低 | 使用率1%↓,70.0,券資比0.00↓低 | 使用率1%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",49.6,觀察股,333.0,📰 正面 【優分析即時新聞】廣達(2382)8月營…
2891,35.0,MA多頭 | MACD↑ | 突破20日高 | RSI=71 | KD黃金交叉,22.0,持續配息,50.0,無重大訊息,77.8,外資連買3日 | 投信連買5日 | 券資比0.01↓低 | 使用率0%↓,70.0,券資比0.01↓低 | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",49.6,觀察股,69.7,📰 正面 個股：中信金前8月稅後盈餘538.79億…
2886,35.0,MA多頭 | MACD↑ | RSI=74,30.0,持續配息 | 營收動能,50.0,無重大訊息,72.8,外資買超 | 投信連買4日 | 券資比0.02↓低 | 融資+13.9% | 使用率0%↓,80.0,券資比0.02↓低 | 融資+13.9% | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",49.5,觀察股,51.8,📰 正面 兆豐金獲利／前八月賺292.19億元續創…
2609,29.0,RSI=55,45.0,持續配息 | 營收動能,50.0,無重大訊息,68.8,外資買超 | 投信連買4日 | 券資比0.06↓低 | 使用率4%↓,70.0,券資比0.06↓低 | 使用率4%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",49.3,觀察股,58.8,
3045,35.0,MA多頭 | MACD↑ | 突破20日高 | RSI=87,29.0,持續配息,50.0,無重大訊息,72.8,外資連買5日 | 投信買超 | 券資比0.22 | 融資暴增+157.9%⚠️ | 使用率0%↓,50.0,券資比0.22 | 融資暴增+157.9%⚠️ | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",49.3,觀察股,124.0,📰 正面 台灣大前8月獲利年增22%，累計EPS …
8046,23.0,RSI=42 | KD黃金交叉,30.0,持續配息 | 營收動能,50.0,無重大訊息,80.8,外資連買3日 | 投信買超 | 券資比0.04↓低 | 使用率6%↓,70.0,券資比0.04↓低 | 使用率6%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",48.7,觀察股,1085.0,📰 正面 毛利率趨勢向上 法人調升南電獲利預估值及…
2892,35.0,MA多頭 | MACD↑ | RSI=94,22.0,持續配息,50.0,無重大訊息,72.8,外資買超 | 投信連買5日 | 券資比0.02↓低 | 融資+13.5% | 使用率0%↓,80.0,券資比0.02↓低 | 融資+13.5% | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",47.9,觀察股,39.55,📰 正面 公股4金2銀前8月合賺1213億創新高！…
6505,35.0,MA多頭 | MACD↑ | RSI=71,45.0,持續配息 | 營收動能,50.0,無重大訊息,59.0,外資賣超 | 投信買超 | 券資比0.03↓低 | 融資+5.2% | 使用率1%↓,80.0,券資比0.03↓低 | 融資+5.2% | 使用率1%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",47.6,觀察股,82.9,📰 正面 高油價救塑化？台塑四寶營收亮眼！戰爭紅利…
3036,39.0,MACD↑ | RSI=43,45.0,持續配息 | 營收動能,50.0,無重大訊息,55.0,外資賣超 | 投信買超 | 券資比0.00↓低 | 使用率4%↓,70.0,券資比0.00↓低 | 使用率4%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",47.4,觀察股,192.5,📰 正面 文曄（3036）做什麼？Q2獲利創新高後…
3017,35.0,MA多頭 | RSI=49,45.0,持續配息 | 營收動能,50.0,無重大訊息,56.8,外資買超 | 投信賣超 | 券資比0.01↓低 | 使用率4%↓,70.0,券資比0.01↓低 | 使用率4%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",46.9,觀察股,3115.0,📰 正面 ASIC滲透率升，奇鋐明年液冷擴產逾5成…
1303,40.0,MA多頭 | RSI=56,45.0,持續配息 | 營收動能,50.0,無重大訊息,52.0,外資賣超 | 投信連買5日 | 券資比0.05↓低 | 使用率2%↓,70.0,券資比0.05↓低 | 使用率2%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",46.7,觀察股,221.5,📰 正面 南亞攜華城 大咬美日 AI 電力訂單 -…
2379,27.0,RSI=41,30.0,持續配息 | 營收動能,50.0,無重大訊息,68.8,外資買超 | 投信連買3日 | 券資比0.00↓低 | 使用率2%↓,70.0,券資比0.00↓低 | 使用率2%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",45.7,普通,703.0,
2603,37.0,RSI=53,45.0,持續配息 | 營收動能,50.0,無重大訊息,46.0,外資賣超 | 投信連買5日 | 券資比0.03↓低 | 融資-10.5%↓ | 使用率2%↓,55.0,券資比0.03↓低 | 融資-10.5%↓ | 使用率2%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",43.7,普通,233.5,
2353,15.0,RSI=47,37.0,持續配息 | 營收動能,50.0,無重大訊息,68.8,外資買超 | 投信連買5日 | 券資比0.03↓低 | 使用率5%↓,70.0,券資比0.03↓低 | 使用率5%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",43.5,普通,30.9,
2881,35.0,MA多頭 | MACD↑ | RSI=72,0.0,,50.0,無重大訊息,71.8,外資買超 | 投信買超 | 券資比0.07↓低 | 使用率0%↓,70.0,券資比0.07↓低 | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",43.1,普通,151.0,
2884,35.0,MA多頭 | MACD↑ | RSI=81,37.0,持續配息 | 營收動能,50.0,無重大訊息,50.0,外資賣超 | 投信連買5日 | 券資比0.03↓低 | 融資暴增+58.0%⚠️ | 使用率0%↓,65.0,券資比0.03↓低 | 融資暴增+58.0%⚠️ | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",42.9,普通,45.65,
5880,35.0,MA多頭 | MACD↑ | RSI=80,15.0,持續配息,60.0,[positive] 公告本公司暨主要子公司115年8月份自結合併盈餘,54.8,外資買超 | 投信賣超 | 券資比0.02↓低 | 融資暴增+72.5%⚠️ | 使用率0%↓,65.0,券資比0.02↓低 | 融資暴增+72.5%⚠️ | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",41.7,普通,27.0,
4938,25.0,RSI=47,37.0,持續配息 | 營收動能,50.0,無重大訊息,55.0,外資賣超 | 投信買超 | 券資比0.01↓低 | 使用率1%↓,70.0,券資比0.01↓低 | 使用率1%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",41.6,普通,88.3,
3008,25.0,RSI=48,30.0,持續配息 | 營收動能,50.0,無重大訊息,56.8,外資買超 | 投信賣超 | 券資比0.03↓低 | 使用率12%↓,70.0,券資比0.03↓低 | 使用率12%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",40.9,普通,6055.0,
2345,15.0,RSI=37,37.0,持續配息 | 營收動能,50.0,無重大訊息,60.8,外資買超 | 投信賣超 | 券資比0.00↓低 | 融資+11.5% | 使用率2%↓,80.0,券資比0.00↓低 | 融資+11.5% | 使用率2%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",40.7,普通,1840.0,
2357,25.0,RSI=43,37.0,持續配息 | 營收動能,50.0,無重大訊息,52.0,外資賣超 | 投信連買4日 | 券資比0.07↓低 | 使用率1%↓,70.0,券資比0.07↓低 | 使用率1%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",40.6,普通,928.0,
2327,35.0,MACD↑ | RSI=50,30.0,營收動能,50.0,無重大訊息,46.0,外資賣超 | 投信連買3日 | 券資比0.01↓低 | 融資-11.0%↓ | 使用率8%↓,55.0,券資比0.01↓低 | 融資-11.0%↓ | 使用率8%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",40.1,普通,537.0,
2885,35.0,MA多頭 | MACD↑ | RSI=72,22.0,營收動能,50.0,無重大訊息,49.0,外資賣超 | 投信買超 | 券資比0.00↓低 | 融資-19.5%↓ | 使用率0%↓,55.0,券資比0.00↓低 | 融資-19.5%↓ | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",39.6,普通,68.3,
2883,35.0,MA多頭 | MACD↑ | RSI=85,15.0,營收動能,50.0,無重大訊息,53.0,外資賣超 | 投信買超 | 券資比0.02↓低 | 融資暴增+31.4%⚠️ | 使用率0%↓,65.0,券資比0.02↓低 | 融資暴增+31.4%⚠️ | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",39.6,普通,38.15,
2330,25.0,MA多頭 | RSI=45,45.0,持續配息 | 營收動能,50.0,無重大訊息,44.0,外資賣超 | 投信賣超 | 券資比0.00↓低 | 融資+6.2% | 使用率0%↓,80.0,券資比0.00↓低 | 融資+6.2% | 使用率0%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",39.4,普通,2385.0,
2376,15.0,RSI=44,45.0,持續配息 | 營收動能,50.0,無重大訊息,52.0,外資賣超 | 投信連買4日 | 券資比0.05↓低 | 使用率4%↓,70.0,券資比0.05↓低 | 使用率4%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",39.2,普通,343.0,
2308,23.0,RSI=44,30.0,持續配息 | 營收動能,69.2,[positive] 本公司受邀參加法人說明會之相關資訊 | [positive] 本公司受邀參加法人說明會之相關資訊 | [positive] 本公司受邀參加法人說明會之相關資訊,44.0,外資賣超 | 投信賣超 | 券資比0.00↓低 | 融資+10.4% | 使用率2%↓,80.0,券資比0.00↓低 | 融資+10.4% | 使用率2%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",38.7,普通,1670.0,
6415,27.0,RSI=31,45.0,持續配息 | 營收動能,50.0,無重大訊息,40.0,外資賣超 | 投信賣超 | 券資比0.02↓低 | 使用率5%↓,70.0,券資比0.02↓低 | 使用率5%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",38.6,普通,406.0,
2474,25.0,RSI=45,15.0,持續配息,57.5,[positive] 公告本公司買回股份金額達新台幣三億元以上,55.0,外資賣超 | 投信買超 | 券資比0.00↓低 | 使用率5%↓,70.0,券資比0.00↓低 | 使用率5%↓,,"📈 大盤季線上（多方）
🌐 外資期貨-83,223口 🔴 偏空｜VIX 17.12 低波動｜Fed 3.95%短率升",38.4,普通,203.5,
